id,name,sic,sic_adj,fran,nbran,dome,year,gta,gts,roa,roe,opr,nir,deratio,icr,ncratio,nclratio,cratio,qratio,cashratio,tat,set,ncat,ivt,eff_inv,eff_wquip,opersurp,laborcost,finexp,dep,roa_roa,roa_nir,roa_tat,roe_roe,roe_nir,roe_tat,roe_drl,opercf,invcf,fincf,dcl,dol,dfl
2021_72,본촌인터내셔날(주),56193,7,2,1,1,2020,7.06,3.63,11.83,13.74,64.6,44.65,14.5,85.19,68.94,68.22,339.19,332.87,247.62,0.26,0.31,0.37,32.87,20.93,164.94,9824.992,1445.12,100.59,495.81,11.83,44.65,0.26,13.74,44.65,0.26,1.144959993,9148,3535,-440,1.881598071,1.300424801,1.446910324
2021_73,본푸드서비스주식회사,56111,1,1,2,1,2020,-20.64,-14.05,-26.89,-64.71,-5.5,-7.61,214.84,-700.87,198.34,194.86,54.68,54.09,21.01,3.53,8.5,5.77,433.53,20.68,84.43,-3208.264,5091.11,-4.42,1829.11,-26.89,-7.61,3.53,-64.71,-7.61,3.53,3.14844759,-621,-966,480,-0.728161834,-1.008858293,0.7217682
2021_74,비알코리아(주),56229,10,1,2,2,2020,9.21,4.43,8.63,10.59,9.94,8.12,23.78,,32.47,32.47,384.01,348.51,23.11,1.06,1.3,3.9,15.36,30.9,284.19,70838.974,85611.89,-5853.49,19342.34,8.63,8.12,1.06,10.59,8.12,1.06,1.237764701,65236,-25511,-14768,6.743153065,5.510403914,1.223713029
2021_75,서윤푸드,56111,1,2,1,1,2020,-66.24,-20.09,-23.73,0,-2.37,-4.3,0,,0,0,166.08,162.11,106.16,5.52,0,28.46,736.27,553.82,85351.81,-207.02,4383.55,-0.57,128.99,-23.73,-4.3,5.52,0,-4.3,5.52,-323.284219,-952,81,-29,-23.23823297,-42.26271015,0.549851935
2021_76,세한주식회사,56123,4,2,1,1,2020,-12.78,-26.57,-15.34,-81.76,-88.06,-95.03,739.82,-18.49,791.81,121.6,25.44,21.46,2.68,0.16,0.86,0.17,28.32,2.8,3.02,-2858.128,969.34,143.81,2131.07,-15.34,-95.03,0.16,-81.76,-95.03,0.16,8.398197483,-767,321,390,-0.443807129,-0.47894133,0.926641951
2021_77,스무디킹코리아(주),56229,10,1,1,2,2020,-20.12,-17.44,-24.24,-61.36,-17.68,-23.47,221.23,-23.7,184.13,85.09,130.78,84.65,45.82,1.03,2.61,1.93,7.2,12.76,225.35,-2245.556,2205.96,35.56,1156.44,-24.24,-23.47,1.03,-61.36,-23.47,1.03,3.21229386,-651,1523,-1272,-1.284498576,-1.70515286,0.753304062
2021_78,씨디엔에이,56111,1,1,1,2,2020,-27.87,-51.49,-34.22,0,-42.26,-31.85,0,-13.84,0,0,2,1.7,0.08,1.07,0,1.16,243.45,10.13,34.42,-2497.694,1536.31,168.05,395.38,-34.22,-31.85,1.07,0,-31.85,1.07,-0.678461738,-606,875,-563,-0.095100518,-0.071665027,1.327014337
2021_79,아모제푸드(주),56300,11,2,2,1,2020,-3.23,-71.96,-19.23,-57.66,-31.55,-33.99,316.95,-12.34,206.73,86.19,118.71,118.71,6.64,0.57,1.7,1.07,0,-11.04,-28.63,-6576.899,1991.97,-140.61,982.42,-19.23,-33.99,0.57,-57.66,-33.99,0.57,4.169454871,-7407,-1427,8883,0.35546856,0.382867151,0.928438387
2021_80,에렉스에프앤비주식회사,56300,11,2,2,2,2020,-26.18,-28.93,-31.78,0,-13.74,-17.49,0,-10.89,0,0,11.09,7.85,0.34,1.82,0,2.11,61.7,-6.33,-16.03,-4424.093,1926.45,367.78,1823.46,-31.78,-17.49,1.82,0,-17.49,1.82,-7.151541824,-2130,822,1304,0.3211579,0.408774145,0.785660993
2021_81,엠즈씨드주식회사,56221,10,2,1,2,2020,-5.92,-17.05,-0.12,-0.37,1.04,-0.11,206.86,2.78,223.42,130.83,61.31,56.46,22.72,1.03,3.27,1.43,51.71,67.35,507.16,575.487,29348.93,269.18,13367.53,-0.12,-0.11,1.03,-0.37,-0.11,1.03,3.068647962,14259,-4969,-9982,-873.3433415,96.25142808,-9.073562428
2021_82,원앤원(주),56111,1,1,2,1,2020,2.27,13.43,3.45,5.35,3.79,2.58,56.89,10.78,106.13,79.76,213.03,179.18,157.31,1.33,2.07,1.91,17.64,32.72,54.5,2617.162,10718.09,233.03,2222.32,3.45,2.58,1.33,5.35,2.58,1.33,1.568907659,8806,-695,-2000,14.98184189,10.2238979,1.465374756
2021_83,주식회사갓텐코리아,56122,3,1,1,1,2020,-11.71,0.47,-9.52,0,-3.37,-2.66,0,-20.98,0,0,62.92,44.23,25.42,3.58,0,6.34,28.91,30.68,150.27,-989.691,1743.4,43.01,1088.43,-9.52,-2.66,3.58,0,-2.66,3.58,-2.706885084,1266,-503,-510,-2.219760334,-1.751840377,1.267101936
2021_84,주식회사고품질,56111,1,2,1,1,2020,-4.2,-0.04,-4.53,-7.84,11.51,-16.83,76.39,3.35,164.98,104.17,63.33,55.76,38.03,0.27,0.47,0.3,37.49,8.97,10.21,656.302,2844.88,196.56,292.5,-4.53,-16.83,0.27,-7.84,-16.83,0.27,1.763897262,933,-1169,0,-5.940601673,8.687289386,-0.683826843
2021_85,주식회사남문,56111,1,2,1,1,2020,-8.19,-45.94,0.38,0.65,-1.4,0.67,63.04,-0.97,145.94,145.94,27.13,24.12,22.07,0.57,0.96,0.69,37.38,39.35,9364.05,7.167,5212.35,-139.66,53.37,0.38,0.67,0.57,0.65,0.67,0.57,1.630389946,-644,-45,-400,148.9556554,-71.59580506,-2.080508142
2021_86,주식회사다도글로벌,56221,10,1,1,1,2020,-46.76,-22.73,10.38,0,-15.04,8.2,0,-5.59,0,0,22.07,20.28,4.49,1.27,0,1.73,68.9,81.68,605.59,-1438.81,3163.64,373.8,459.05,10.38,8.2,1.27,0,8.2,1.27,-1.353258798,-66,6521,-5932,5.696978921,-3.107242581,-1.833451613
2021_87,주식회사덕용푸드시스템,56111,1,2,2,1,2020,7.98,-21.21,8.8,12.81,5.81,11.71,41.93,9.95,105.98,93.31,126.8,124.38,56.71,0.75,1.09,1.23,143.36,40.59,295.18,7802.269,19988.18,-4391.08,1986.31,8.8,11.71,0.75,12.81,11.71,0.75,1.419302095,4960,-6223,340,8.541531473,17.2094686,0.496327439
2021_88,주식회사도레도레,56221,10,1,2,1,2020,-15.26,-30.27,-16.17,-37.76,-10,-13.12,164.14,-7.57,133.75,92.25,109.44,45.93,23.68,1.23,2.88,2.6,4.62,7.3,31.52,-1432.622,1113.57,162.05,906.67,-16.17,-13.12,1.23,-37.76,-13.12,1.23,2.641438465,-567,-1124,825,-0.189034847,-0.247938056,0.762427718
2021_89,주식회사뚝심,56111,1,1,1,1,2020,-7.17,-17.97,-16.95,-61.51,-8.06,-17.74,103.75,-0.86,124.4,84.09,142.19,138.32,88.88,0.96,3.47,1.67,89.99,48.43,316.49,-2612.649,5257.23,1420.98,2345.71,-16.95,-17.74,0.96,-61.51,-17.74,0.96,2.037474416,-10,3254,-1629,-3.451482655,-7.596959415,0.454324219
2021_90,주식회사명동교자,56111,1,1,1,1,2020,0.4,130.24,-0.58,-0.83,-1.14,-3.32,44.55,-0.29,137.81,133.43,16.33,15.32,5.23,0.17,0.25,0.18,49.17,6.1,6.53,-577.092,2691.18,441.62,509,-0.58,-3.32,0.17,-0.83,-3.32,0.17,1.445515738,406,-1518,500,-10.81524571,-31.62123495,0.342024773
2021_91,주식회사바나플에프엔비,56221,10,1,1,1,2020,-4.28,45.14,-35.08,0,-27.57,-30.92,0,-11.42,0,0,29.02,26.92,4.42,1.13,0,1.45,76.19,58.07,158.22,-5399.501,7101.02,433.64,2887.88,-35.08,-30.92,1.13,0,-30.92,1.13,-1.58846453,-1553,-3480,3799,-2.152654544,-2.414305193,0.891624866
2021_92,주식회사베리,56123,4,2,1,1,2020,-0.53,-53.42,0.12,0.44,7.04,0.97,269.5,0.38,217.03,94.31,109.4,109.22,0.5,0.12,0.45,0.21,42.74,5.68,9.73,29.311,378.22,79.39,181.15,0.12,0.97,0.12,0.44,0.97,0.12,3.695019348,-18,-200,3,69.56302857,9.610104783,7.238529666
2021_93,주식회사부자되세요,56113,1,2,1,1,2020,18.9,-0.73,9.19,17.92,11.98,9.13,94.3,15.49,152.16,98.88,104.28,100.35,89.39,1.01,1.96,1.26,87.95,45.54,92.28,4900.765,8511.75,200.77,7270.27,9.19,9.13,1.01,17.92,9.13,1.01,1.94302978,11729,-3405,-3712,7.029801361,5.354817129,1.312799521
2021_94,주식회사비에이치씨,56193,7,1,1,1,2020,38.28,25.67,31.79,103.6,32.46,18.79,205.45,45.07,65.33,62.73,119.28,118.1,113.45,1.69,5.51,6.73,200.39,45.17,540.53,128350.955,14306.9,2070.51,3711.19,31.79,18.79,1.69,103.6,18.79,1.69,3.054545148,122124,-940,-42576,2.245945918,1.299972956,1.727686648
2021_95,주식회사비케이알,56192,6,1,1,2,2020,3.1,13.63,-0.92,-2.91,1.43,-0.76,229.72,0.65,289.78,115.89,50.14,37.91,14.55,1.21,3.83,1.36,38.18,44.11,112.21,-3504.793,137399.66,11683.55,50809,-0.92,-0.76,1.21,-2.91,-0.76,1.21,3.297198464,66425,-29735,-27263,-81.06103447,43.12885381,-1.879508202
2021_96,주식회사설빙,56229,10,1,1,1,2020,7.97,-16.66,14.06,18.23,32.21,32,23.35,,52.67,52.38,310.06,309.24,33.13,0.44,0.57,1.34,152.3,25.58,1685.72,4460.247,2497.95,-283.93,499.81,14.06,32,0.44,18.23,32,0.44,1.23348215,3004,-2803,0,2.28227056,2.267583439,1.006476992
2021_97,주식회사스타벅스커피코리아,56221,10,2,1,2,2020,10.4,3.15,7.57,19.75,8.52,5.17,165.16,19.74,200.01,122.99,63.54,53.92,0.42,1.47,3.82,1.93,36.34,61.05,318.9,164448.121,322762.37,-52.26,192309.41,7.57,5.17,1.47,19.75,5.17,1.47,2.651629593,341171,-353342,-151780,10.36531674,6.283706839,1.649554476
2021_98,주식회사식의,56123,4,2,2,1,2020,12.73,-86.52,18.77,26.76,-16.92,89.7,33.22,-7.17,74.93,71.14,208.91,208.65,2.33,0.21,0.3,0.34,27.89,32.95,257.06,-385.525,1349.09,15.05,125.5,18.77,89.7,0.21,26.76,89.7,0.21,1.332223178,-967,-1406,1394,1.114793559,-5.909135569,-0.188655946
2021_99,주식회사썬앳푸드,56300,11,2,2,1,2020,21.22,-21.89,-4.01,-5.29,-13.58,-9.96,48.47,-11.85,122.1,113.36,64.7,61.63,7.73,0.4,0.53,0.5,42.61,13.12,21.5,-2204.038,4731.11,97.97,1069.4,-4.01,-9.96,0.4,-5.29,-9.96,0.4,1.484693165,-104,-12489,9000,-4.672134585,-3.427343751,1.363194043
2021_100,주식회사안스,56191,5,2,1,1,2020,5.91,11.39,5,29.9,7.84,5.71,435.46,3.57,469.35,156.04,28.17,25.19,14.37,0.88,5.24,0.97,64.17,27.83,32.3,715.957,1963.24,271.23,529.66,5,5.71,0.88,29.9,5.71,0.88,5.354630802,1379,-569,-240,6.576468876,4.788005783,1.373529852
2021_101,주식회사알트윈푸드,56122,3,1,2,1,2020,-32.44,-54.15,-26.13,-79.94,-9.14,-16.26,310.92,-17.67,327.73,225.6,31.31,29.66,0.08,1.61,4.92,2.12,372.88,106.25,1056,-506.066,3436.01,-41.36,161.88,-26.13,-16.26,1.61,-79.94,-16.26,1.61,4.109179438,-779,452,325,-4.302050488,-7.647634176,0.562533509
2021_102,주식회사에땅,56192,6,1,2,1,2020,-0.76,-12.66,7.97,9.62,-11.87,16.46,15.42,-14912.89,53.32,49.82,738.85,718.87,63.48,0.48,0.58,1.09,40.4,19.57,57.11,-2385.421,1843.25,-523.02,338.79,7.97,16.46,0.48,9.62,16.46,0.48,1.154246784,-6010,8060,-584,2.52305234,-3.499267738,-0.721022948
2021_103,주식회사에이치앤디이,56199,8,1,2,1,2020,22.19,-16.13,-1.28,-2.02,-0.42,-1.07,49.9,-1.48,144.7,118.46,18.74,15.54,1.42,1.2,1.88,1.25,142.9,12.43,18.51,-620.29,11337.19,170.42,969.08,-1.28,-1.07,1.2,-2.02,-1.07,1.2,1.499042638,492,3818,-4410,-25.77548222,-66.12011355,0.38982816
2021_104,주식회사엔타스시스템,56111,1,2,2,1,2020,-7.24,-20.69,0.25,0.56,0.42,0.31,113.05,0.37,170.55,150.6,42.58,41.39,23.32,0.81,1.81,1.26,122.35,44.27,672.85,510.4,17098.75,-320.3,1383.82,0.25,0.31,0.81,0.56,0.31,0.81,2.130503697,-117,-1637,-1764,325.1256472,237.8394161,1.366996491
2021_105,주식회사엘티알,56113,1,2,1,1,2020,3.91,-36.22,2.39,176.87,7.41,3.28,3902.89,1.97,3423.01,164.04,30.26,18.11,17.04,0.73,53.97,0.82,18.34,31.34,39.49,268.184,1551.23,277.68,492.45,2.39,3.28,0.73,176.87,3.28,0.73,40.02892745,390,-115,185,30.51129287,13.49018986,2.261739321
2021_106,주식회사엠에프지코리아,56123,4,2,1,1,2020,-3.88,-21.14,-5.22,-13.24,-4.72,-4.67,162.52,-4.03,210.83,137.81,47.19,43.49,10.25,1.12,2.84,1.36,74.37,36.69,198.22,-3243.756,12436.13,481.37,7749.6,-5.22,-4.67,1.12,-13.24,-4.67,1.12,2.625162969,-1177,-2140,1488,-9.292855926,-9.185875182,1.011646222
2021_107,주식회사제이알더블유,56123,4,2,1,2,2020,16.64,-19.84,-32.4,-162.29,-18.46,-18.38,2760.3,-17.08,2214.45,344.46,29.13,26.04,12.25,1.76,8.83,2.36,64.36,90.88,197.66,-4056.604,9223.62,202.55,1176.86,-32.4,-18.38,1.76,-162.29,-18.38,1.76,28.60298511,-835,-3067,4556,-4.112315037,-4.094595198,1.004327617
2021_108,주식회사죠스푸드,56194,8,1,2,1,2020,4.64,8.66,-0.01,-0.04,4.24,-0.01,578.69,1.02,626.32,103.62,70.55,70.55,30.7,0.6,4,0.66,0,11.8,14.08,90.084,1121.33,1019.85,1699.89,-0.01,-0.01,0.6,-0.04,-0.01,0.6,6.786850947,2306,-2673,1693,-3394.456155,7.247451085,-468.3655143
2021_109,주식회사즐거운세상,56300,11,1,2,1,2020,-1.74,-45.64,-3.87,-18.27,-14.52,-15.86,414.31,-2.15,482.24,151.66,16.33,14.98,8.86,0.24,1.15,0.27,40.19,11.8,12.89,-8760.557,16547.85,2764.95,4058.71,-3.87,-15.86,0.24,-18.27,-15.86,0.24,5.143066542,-1411,-7964,5733,-3.989909621,-4.357245776,0.915695333
2021_110,주식회사지앤푸드,56193,7,1,2,1,2020,61.17,27.41,10.43,22.83,8.38,4.49,152.49,49.63,202.15,178.54,36.15,33.16,16.43,2.32,5.08,2.88,149.64,23.17,39.95,16732.409,10424,-167.85,1275.42,10.43,4.49,2.32,22.83,4.49,2.32,2.524902573,27022,-15855,-2800,5.960734019,3.19586907,1.865137116
2021_111,주식회사카페베네,56221,10,1,1,1,2020,-16.28,-15.35,-1.44,0,-3.99,-1.69,0,-1.07,0,0,83.07,75.46,0.76,0.86,0,4.09,12.72,28.88,396.4,-2275.052,4665.33,773.99,1465.59,-1.44,-1.69,0.86,0,-1.69,0.86,-1.32803305,1746,-386,-2464,-21.87888573,-9.248766331,2.365600443
2021_112,주식회사커피베이,56229,10,1,1,1,2020,-15.41,-20.45,1.38,3.99,6.06,0.69,159.08,10.32,105.8,105.8,96.35,96.35,53.71,2.02,5.82,4.6,0,47.35,161.79,1192.657,2931.81,113.33,308.13,1.38,0.69,2.02,3.99,0.69,2.02,2.590759997,1052,-712,-930,58.5754599,6.633563586,8.830164835
2021_113,주식회사케이에프씨코리아,56192,6,1,1,2,2020,3.73,-5.89,-1.93,0,0.39,-1.44,0,0.26,0,0,21.49,17.99,1.63,1.34,0,1.52,70.64,58.58,314.96,-1507.383,52693,2281,29305,-1.93,-1.44,1.34,0,-1.44,1.34,-264.2148325,26076,-11341,-14227,-52.21844376,192.3734199,-0.271443133
2021_114,주식회사큐스키친,56123,4,1,2,1,2020,-18.46,-33.4,-8.31,-10.34,-8.23,-5.24,17.88,,64.22,64.22,300.18,289.31,77.12,1.59,1.97,3.29,97.39,95.83,467.51,-647.112,3316.77,-20.55,433.13,-8.31,-5.24,1.59,-10.34,-5.24,1.59,1.1787529,-604,-212,0,-19.09487052,-12.15634857,1.570773527
2021_115,주식회사키친보리에,56300,11,1,2,2,2020,7.23,-26.29,-5.02,-10.51,-9.28,-7.39,130.89,-5.1,179.62,135.65,52.06,50.35,0.55,0.68,1.42,0.88,83.38,27.58,99.24,-2639.877,8623.1,85.48,1281.57,-5.02,-7.39,0.68,-10.51,-7.39,0.68,2.308856194,-1815,-4434,6175,-7.872283776,-6.275644797,1.254418316
2021_116,주식회사타르틴코리아,56191,5,1,1,2,2020,9.52,11.32,-72.17,0,-37.8,-45.99,0,-5.27,0,0,13.54,12.65,3.44,1.57,0,1.8,169.37,35.78,52.76,-3098.155,2273.79,496.91,985.86,-72.17,-45.99,1.57,0,-45.99,1.57,-1.135533411,-1146,-838,2099,-0.900675149,-1.095771321,0.821955395
2021_117,주식회사티앤더블유코리아,56122,3,2,1,2,2020,-17.73,-37.67,-27.4,0,-35.09,-64.05,0,-3.02,0,0,15.27,13.5,7.52,0.43,0,0.52,19.43,15.32,36.88,-10988.062,5701.69,2708.12,5021.44,-27.4,-64.05,0.43,0,-64.05,0.43,-12.20447909,-10325,265,6173,-0.712490038,-1.300500078,0.547858512
2021_118,주식회사프랜푸드,56193,7,1,1,1,2020,-14.82,-20.07,-3.09,-11.11,-1.17,-2.37,250.79,-1.26,260.21,232.37,37.93,12.73,3.88,1.3,4.68,1.82,6.24,13.31,20.18,-491.548,1852.64,219.79,527.01,-3.09,-2.37,1.3,-11.11,-2.37,1.3,3.507882204,1930,674,-2364,-10.47014759,-21.22296297,0.49334052
2021_119,주식회사하누소,56113,1,1,1,1,2020,3.09,-10.26,0.56,2.29,5.48,1.23,311.63,1.02,347.08,233.16,24.56,20.15,0.47,0.45,1.86,0.54,16.82,18.47,23.47,100.756,2063.25,273.74,192.38,0.56,1.23,0.45,2.29,1.23,0.45,4.116256484,242,-616,397,42.71743104,9.610326946,4.444950862
2021_120,청오디피케이(주),56192,6,1,1,2,2020,5.57,14.09,9.69,15.08,7.1,8.87,70.79,41.47,120.63,114.63,76.51,70.86,41.91,1.09,1.7,1.47,70.97,33.39,64.74,16444.05,39780.9,113.22,4412.71,9.69,8.87,1.09,15.08,8.87,1.09,1.707855292,28890,9760,-24790,4.289472032,5.359361471,0.80036998
2021_121,커피스미스에프씨(주),56221,10,1,2,2,2020,-1.4,-25.48,-11.87,-77.77,-17.11,-19.64,964.67,-5.37,502.68,282.42,63.38,44.67,13.84,0.6,3.96,1.26,4.31,30.22,490.98,-1563.293,2652.11,203.66,482.03,-11.87,-19.64,0.6,-77.77,-19.64,0.6,10.64667279,-1169,-104,1169,-3.452906576,-3.962578872,0.871378637
2021_122,크리스탈제이드코리아주식회사,56121,2,1,1,2,2020,0,0,-32,-72.63,-6.57,-9.84,126.98,-7.77,145.08,92.52,116.72,111.19,57.22,3.25,7.38,5.09,189.92,38.71,126.29,-1291.981,3248.63,142.17,1805.01,-32,-9.84,3.25,-72.63,-9.84,3.25,2.269773793,1193,-1852,-37,-3.578845124,-5.364241601,0.667167027
2021_123,투썸플레이스주식회사,56221,10,1,1,2,2020,3.24,10.69,8.88,39.23,11.12,6.84,608.88,20.63,509.53,152.33,53.25,45.61,0.29,1.3,5.73,2,39.27,50.81,105.1,39606.382,66175.76,872.23,31532.14,8.88,6.84,1.3,39.23,6.84,1.3,7.088829495,48430,-44998,-76025,14.60931657,8.993846973,1.624367927
2021_124,하이디라오코리아(유),56121,2,1,1,2,2020,51.63,-38.17,-19.84,0,-25.55,-23.97,0,-9.64,0,0,23.96,21.07,19.24,0.83,0,1.14,22.39,44.66,76.26,-3941.285,7639.59,369.59,1717.18,-19.84,-23.97,0.83,0,-23.97,0.83,-3.429335754,-1943,-3885,8210,-3.240427682,-3.040027494,1.065920518
2021_125,한국파파존스(주),56192,6,1,1,2,2020,17.68,36.58,18.23,114.28,8.6,6.25,331.22,14.12,237.16,124.61,80.56,66.42,8.3,2.92,18.29,4.77,38.89,61.8,117.38,4246.972,5989.71,294.27,919.43,18.23,6.25,2.92,114.28,6.25,2.92,4.312217356,4515,-592,-3418,7.150945793,5.195549685,1.376359813
2021_126,한서외식산업(주),56111,1,2,2,1,2020,-5.08,-33.76,-3.88,-4.5,-23.23,-13.61,15.57,-2380.57,84.88,78.08,447.42,441.23,50.05,0.28,0.33,0.42,84.13,16.39,32.09,-1195.193,3713.88,-409.98,505.1,-3.88,-13.61,0.28,-4.5,-13.61,0.28,1.155739865,-1423,1188,0,-5.545155679,-3.247326332,1.707606539
2021_127,한우리외식산업주식회사,56111,1,2,2,1,2020,0.85,-23.16,-0.61,-0.74,-1.48,-1.02,22.43,,80.7,70.46,528.42,516.2,53.45,0.6,0.73,0.95,72.34,33.83,66.16,-136.148,6785.9,-99.25,662.81,-0.61,-1.02,0.6,-0.74,-1.02,0.6,1.224252663,376,-1604,738,-67.17359281,-46.46678735,1.445625933
2021_128,(주)디딤,56300,11,1,2,1,2020,-25.39,-33.85,-30.79,-148.94,-14.3,-38.18,1471.61,-3.91,1083.82,156.93,55.37,35.11,9.75,0.81,3.9,1.13,6.83,9.82,98.61,-12590.646,25742.56,2084.44,10012.99,-30.79,-38.18,0.81,-148.94,-38.18,0.81,15.71606692,-1609,-2580,-329,-1.221907275,-3.262353719,0.374547759
2021_129,(주)맘스터치앤컴퍼니,56192,6,1,1,1,2020,-8.13,-0.81,24.53,38.74,9.94,10.38,47.98,269.28,71.24,67.94,178,156.24,18.76,2.36,3.73,5.01,19.56,53.09,160.25,29211.65,15998.9,-848.45,4378.41,24.53,10.38,2.36,38.74,10.38,2.36,1.479829941,36355,5482,-46823,2.90492428,3.035657438,0.956934153
2021_130,(주)엠피그룹,56192,6,1,2,1,2020,8.24,-24.41,-19.86,-42.2,-15.81,-23.9,69.29,-7.68,91.85,79.6,143.69,139.01,100.28,0.83,1.77,1.29,47.26,8.6,76.13,-7459.098,11467.4,709.17,3245.94,-19.86,-23.9,0.83,-42.2,-23.9,0.83,1.692860989,-7167,1880,18939,-1.940158009,-2.933074468,0.661475878
2021_131,교촌에프앤비(주),56193,7,1,2,1,2020,51.9,18.03,10.3,15.92,6.56,3.89,42.04,63.46,103.18,93.88,120.95,101.6,54.69,2.65,4.1,3.42,76.4,28.77,63.31,31423.238,22738.99,-2695.33,4401.12,10.3,3.89,2.65,15.92,3.89,2.65,1.420356463,19718,-54304,44861,4.735879595,2.804663463,1.688573213
